评论内容,商品ID
这书气韵还没上本好,4874131
这结局...我想骂娘!!!,4874131
读不下去,4874131
给一个感情分,4874131
我误以为封面上的两个字是“鱼冤”才看的。。。。,4874131
突然惊觉这是西诀他姐。所以决定读读看，其实就看到网上有的那个部分，真的不想买啊。。,4874131
东霓…… 我不能理解她，也许她不需要理解。相比之下，我喜欢西决，尽管笛安把他和江薏纠缠在一起……,4874131
心肠软的人 会在无数次伤心之后慢慢愈合，而坚硬的心 一碰就碎了。,4874131
笛安是个妖物,4874131
我承认我没看完，因为我看了几页就已经想撕书了。只能说我再也接受不了累渎全篇矫揉造作的小清新文字了。,4874131
笛安和安東尼什麼時候脫離柯艾,4874131
看了一遍又，觉得还行-  -,4874131
看到中间有种荒诞到无法继续的感觉，最后竟然重新被笛安对于飞蛾、马路、天空、电影院一类的描写重新感动，偷偷湿了眼角。,4874131
东霓你明明很爱冷杉…正是因为爱，所以才互相伤害,4874131
我爱笛安，是5年前的事情，还会继续爱下去。即使，她被小四买下了。即使，你们说她肤浅。,4874131
我老了 幼稚的伎俩骗不了我了,4874131
我一直觉得，把书写的太狗血了就跟四姑娘一个档次了=。=当然东霓这个角色我很喜欢，所以给4星~,4874131
我很爱她.东霓,4874131
生活是不像小说这般分明，人也不是极端的平和或浓烈。总之少女你醒醒吧！！！看言情小说没前途的！！！！！~~~o(&gt;﹏&lt;)o~~~,4874131
间隔的时间太久以至于连不起来。就先这样吧。20100920,4874131
所以，东霓，酒逢知己千杯少，我干了，你随意。,4874131
看她的书总是有一种不知道是什么的感觉,4874131
默默。我有好多的话想和你说，现在难过的时候总是第一个想到你。读到东霓走进西决房间看到熟睡的西决，然后南音冰冷的脸庞时，我忍不住还是哭了。这个片段我读了很久很久，都快要读不过去。我的脑袋里发生了错乱，我觉得我好像变成了东霓，而你是西决。小红则成了南音。他就那样面无表情地说，我算是能理解XX先生为什么要那么做了。我的心像被每一个字用刀割着一样，可是我还必须要笑，不能哭，要忍住眼泪。于是我就要说，那么你走吧，就像他一样。我不知道我是逞强还是其他的什么。可是我真的不知道解决的办法是什么。最不忍伤害的人是你，可偏偏被我伤害的人是你。我不知所措我语无伦次。是《东霓》让我再回到那一天那个时刻，每一分都痛彻心骨。,4874131
西决是为着别人的考虑活着；东霓呢，凭着自己的“懂得”活着。,4874131
杯具人物,4874131
只有东霓这样的人才值得,4874131
打《西决》开始，我最喜欢的就是东霓，这个偏激，疯狂，热烈，不服输的东霓，她的一生像一幅浓墨重彩的画，在其中你看到她在永不停止地和生活战斗,4874131
东霓 。女人啊。,4874131
嘎嘎,4874131
跟着爱人上战场。,4874131
一开始就很介意，随着剧情推进越来越介意了。为什么小说里所有女人，不管主角配角，唯一的问题都是在性上的不满意/不满足/被虐待？深绘里完全是一个给男性读者意淫的人物，环和亚由美的功能也基本相同。那个“多义式交合”的概念彻底恶心到我了。,4885241
始于可读性 止于可读性,4885241
确实不够让人信服，OOXX这种桥段也用滥了,4885241
村上君，青豆的胸左右不对称，深绘里胸很大，我们都知道了。您能拣点重要的说吗？比如先驱咋变成了邪教（不是现在那套故弄玄虚的），青豆跟天吾啥时候才能好上。。。,4885241
好作品在于它的丰富性超越于故事的线索。,4885241
昨晚睡前读物，11点躺下时想看几页平静入睡，……结果一鼓作气看到了凌晨5点……对于起码一年没熬夜的人来说这太奇妙了……,4885241
&#34;你是我生命的唯一意义。&#34;,4885241
想看结局,4885241
为什么我想到了皮皮鲁和鲁西西。。。。。,4885241
Book2看了两天。。。正式调动了我的兴趣。。。,4885241
没想到村上也是个水分很大的人，第二本1q84完全和第一本合在一起的容量，写成2本。,4885241
结尾处，青豆将手枪抵在口中，生死未卜。表示持续关注中。太踏马的激烈了。,4885241
第二本好像是看得最快的,4885241
看一本减一星…,4885241
靠　就这种题材也能写个３大本　真能瞎掰!!,4885241
噢噢噢！實在太喜歡青豆這個女人了！,4885241
这回收的稳！,4885241
第二本情节全面铺开。看第三本怎么收。村上大叔技艺纯熟，大弄玄虚却又胸有成竹的样子。,4885241
驱邪那段看硬了。。。。,4885241
中间有点啰嗦,4885241
猫城,4885241
2013.5.7,4885241
故事进入高潮，但节奏慢慢放缓，期待第三本故事如何发展。,4885241
第一本虽然看得昏昏欲睡 想缩减到100字就好了，第二本倒是十分好看,4885241
2011.11.19,4885241
放不下,4885241
好久没有这么爽地阅读了,4885241
村上的判断力下降了。很多地方让我都不忍心看。,4885241
好在前两部的结尾都留下了必要的悬念，让阅读保持惯性继续前进。有赚字嫌疑的大段重复描写，无论是场景的雷同、人物心理的重复等等，都让人觉得不必要，显得罗嗦。还是那个问题，太疏松了，这个故事也许本来不必拉得这么长，三部下来竟然一千多页，挺乍舌的……施小炜老师的翻译通畅连贯，读起来毫不费力，相比而言，感到比林少华更准确和规范，当然也缺少林译那隐约的个人虚化，我更喜欢前者。,4885241
神奇。类似的阅读经验有昆德拉和香水。,4885241
没1收放自如，语段过于啰嗦,4885241
越来越罗嗦了,4885241
不知什么时候 天上出现了两个月亮,4885241
推理小说的结构更显露。骨架渐次清晰明朗，在皮肉下显山显水，像被等待开山劈脊的矿脉。情感上的直抒胸臆又透着那么点生，冷，狠。就好像拿着一把剔骨刀有条不稳的在骨肉间进行着剥离，噼里啪啦听的见关格间爽利的响动，游刃有余，节奏也密集起来。许多伏笔埋下，又让人想要快点把他们都挖出来。然而力度还是不够，没有石片刀锋似的掠过水面的轻捷。像一块圆润敦实的石块沉颠颠的捧在手里，村上惯有的那种漂浮感反而越来越少。仅有一点的能勾出痛快的东西又被他零敲散打的，少了那份该有的一松一驰的张力。像年暮老人渐渐陡峭的时间，像刚才还挂在西边的太阳，转眼就滚下了山去。,4885241
第二册有点囧，其实作者自己也没弄清楚自己写啥八,4885241
没有1好,4885241
我现在就能体会到每个在苦苦等待book3读者的感受了… 大陆版9月是否能上市还是个未知数。,4885241
故事中的人被他们自己讲故事的能力卷入故事。青豆的三个场景，领袖的谋杀，《空气蛹》的概要以及之后在公园与天吾的差肩而过，回归起始在高速上寻找出口未果作吞枪状；相对天吾的视角倒没多少深刻之处，除了与空气玩偶般的少女的多义性交合，最后在他面前展现的青豆的空气蛹神迹甚至也不是太让人吃惊的场景，而且村上的笔触相对Book 1罗嗦不少。,4885241
迫切的等待第三本，青豆要从空气蛹中国破茧而出么？,4885241
订购3了。,4885241
再旺盛的青春都要殊途同归,4885241
娘娘腔,4885241
故事越来越引人入胜，轮廓也越来越清晰。焦急等待第三本。村上春树的知识面令人敬佩。,4885241
期待BOOK 3。,4885241
真费劲 但故事挺引人入胜的,4885241
读完失落感倍增 天吾看着父亲留在病床上的凹陷觉得被世界抛弃了 跟个体电话时，没想到眼泪流下来。喜欢tamaru,4885241
可能是我不喜欢这种悬疑加虚幻类的小说吧，这样一个完全可以由一本书写完的故事，硬是拉长到3本，读上去显得有些啰嗦。还有不是很喜欢书中故意加点的文字，感觉像是在被引导。,4885241
我是在insane与lunatic之间的人，梦里有两个月亮，梦醒只有一个月亮。读到第二本，感觉有些厌烦了，总是有某种不同寻常的字眼在眼前排列，自己一点儿也感受不到。,4885241
听过,4885241
PB2,4885241
嗯 開始胡扯的感覺了 哈哈哈哈哈,4885241
累赘的叙述有点多,4885241
断了好久没读，之前读完的70%也不得不重新再来。大概是译者我很喜欢，翻译出来的口吻少了很多日系语言里矫揉虚无的部分。书评里不少村上黑，但是我反倒是因为这本书开始对村上有些好感了。不管是情节还是描写手法都比较对我的胃口。另外非常喜欢深绘里这个角色，两本看下来脑子里一直都浮现着年轻的吉高由里子的模样，第一次看书产生如此具象的感受。,4885241
缓了个慢啊,4885241
看第二本时比较心急有点过于关心故事进展。有一天晚上突然想起，靠，被骗了啊，村上春树压根不是在写一部悬疑小说，他不会给你任何答案，甚至故事主线的推进也不是重点，而是情感啊，就跟他其他的小说一样，不过是千万纷杂的男女情感中的一缕而已，还有对现实生活的一种莫名状态：我是什么时候进入这个跟原本的世界似乎一样但有不知道什么时候不一样了的世界的。这是成长中或多或少都会有的一种状态吧（当然如果对此压根不关心的话不会思考这个事吧）。这集整体的节奏也有点赶，所以看到一半时我几乎不想看了（不是讨厌，而是想停一停，我想不起来是在看村上了）。,4885241
平行叙事里我先看了青豆的那条线索（怎么着也得先看她把人杀了我才心安吧），等于按科老师的方法，跳着读的。天吾的那条线索，是选着读的。幸亏这么看的。昨天拿了本书出去跟我妈去南站接人，回来问我妈，那个开封菜的袋子呢。然后，就没有然后了。,4885241
第二部开始冗长而拖沓，故事的脉络更清晰，但失望随之而来，因为就算是在拥有两个月亮的世界里，都太平常了。,4885241
这本写的像轻小说，十岁的男女手拉手站在小学的教室里望着并排的两个月亮，totally凉宫春日或者空之境界啊。,4885241
这世上你所领略到的都不一定为实。村上在用一个尽量少绕弯路的方法写他心中的乌托邦故事。第一本的结构和内容新奇而凌厉，第二本写作手法铺陈、有些段落的重复赘述甚至让人觉得这还是那个笔尖生花的村上吗？这种框架和之前猜测的映照，可以看作是风格创作上的回归。大有成名作几文的韵律。但是并不晦涩难读，反而很容易进入这个现实虚拟情境中。我所能想到的偏颇就在很多悖倒的矛盾中，除此无缺。,4885241
村上春树原来是很好看的，那么讲述小故事的能力真是厉害呀，比如那个关于猫村的小故事，惊艳,4885241
村上老师，咱能将深刻进行到底吗。。。布那么大的局，到最后变成晋江了啊。。。,4885241
读了一半弃了,4885241
开始几章算高潮么？虽然一半被说破彼此暗恋的感情，感觉糟糕，但马上又彼此寻找还是好的。,4885241
线索逐渐明晰...,4885241
村上手笔辣得很。纪念文悼词也不为过。,4885241
第二部对青豆有了好感。不过跟第一本比起来没什么进展~,4885241
中有一段对于性交的解构性描写。。。挺无聊的,4885241
20120308 等待结局,4885241
不解释就弄不懂的事，就意味着怎样解释也弄不懂,4885241
青豆,4885241
照例五颗星。,4885241
唐诺说的对，像村上春树这样写小说是犯罪,4885241
暗杀的那段还是很紧张刺激的，有手心冒汗的感觉。,4885241
看了一百页终于想起来1讲的是神马了。。。,4885241
再这样看下去我就要死了！！！！为神马一本那么厚,4885241
突然发现，回去的通道没有了，这个世界，只有一个单向的入口。是大于爱情或其它任何一种感情的，隐约感觉到命运的联系。一贯的希腊悲剧般的设定，身陷其中的人都无从选择。最后快要相遇的时候又错过，不知生死。无法拯救彼此，只能看着一切毁灭。,4885241
比第一本节奏更为紧密，营造的那种奇幻、电影式的双线进展，很棒,4885241
进入了日式纯爱模式，情节越发复杂，让读者很期待第三本会如何收尾。,4885241
终于看完啦 真的是很不错的书呢,4885241
看完变神了,4885241
BOOK1我是去年看的吧，中间已经隔了一年的时间将近一百本书的距离，但是在看这本第一章的时候就瞬间忆起了前一本书的百分之九十，烂记性如我，这种情况确实不容易。由此可以看出村上作者在套作品中的文字与情节的连贯度，当然也可以看出这本书真的是第一本的延续，而且节奏更慢，两位主人公每个人一个事情，中间没有任何曲折，全靠文字和意相去维持营养，但是到了最后两章，居然看得兴奋了~记得在第一本看完后我产生了一些想法，而这本书把我当时的想法几乎全部破灭了，村上的书要比我想象中更加现实。当然，这并不影响他的想象力！,4885241
P193：“阴影是邪恶的存在，与我们人类是积极的存在相仿。我们愈是成为善良、优秀而完美的人，阴影就会愈加明显地表现出阴暗、邪恶、破坏性十足的意志。当人试图超越自身的容量变得完美，阴影就下了地狱变成魔鬼。因为在这个自然界里，人打算变得高于自己，与打算变得低于自己一样，是罪孽深重的事。”刻骨的思念，深藏内心深处的不忍也不敢触及的爱，有着业力一样强大的力量；哪怕能分开红海，纯粹高尚，也是执念。2011.7.10,4885241
两个月亮也没能照亮 寻找彼此的方向,4885241
青豆和天吾之间真挚的爱，多么让人向往和感动。,4885241
两个月亮升起 进入1Q84,4885241
天吾君的口味将会越来越幼（。,4885241
以普通人的标准实在是出色得令人赞赏 不过写出过《卡拉马佐夫兄弟》的人怎么看都不会是普通人 村上加油吧,4885241
我要看3啊~~~~~~,4885241
好看,4885241
旧的世界一去不回了,4885241
两条貌似平行无交集的线索终于要走到一致了，啊啊啊，好精彩啊~~~,4885241
其实我觉得这翻译跟之前的翻译没啥区别=。。=我知道我是一个人orz 总而言之，转战第三本！！！！,4885241
好吧，第一本我还标了“文学”，第二本只好“小说”了，还是很罗嗦很狗血那种。,4885241
点灯通宵看完的,4885241
第二本非常棒 希望第三本收好尾,4885241
第二本的确开始拖沓了,4885241
在平行的世界里映射出的另一个世界！！,4885241
总是这样的结构写书，难免不猜到结局啊,4885241
冗长了，竟然还有book3……,4885241
直到二册快结尾的地方，才有点觉出这次村上循环往复的叙述拥有的魅力。那是在天吾向遁入虚无深处的父亲回溯自己的人生经历时，所有环节断断续续之前均已获悉，但不带停顿地一口气倾囊而出的时候，就有了小舟一叶的人生飘荡在不见五指的漆黑海面上的传神与后怕。人生经历的丰富并非靠叙述长短而得以彰显，而是在生命的某些结点上，有多少人曾与你一同仰望那第二个绿月亮。,4885241
故事朝着另一个想象的方向笔直延伸,4885241
要是胸部再大一点就好了,4885241
回京速度置办第三本,4885241
村上老了。灵气和激情越来越少，套路和废话越来越多。,4885241
快马加鞭读BOOK 2。感觉没有第一部那么流畅。,4885241
不如一 很多疑问虽然浮出了水面但是表达方式太单一 都是具体某某人口述得知 不如第一本那么吊胃口 吸引力减弱,4885241
后继有点乏力啊，百尺竿头难以更进一步？,4885241
一口气读完,4885241
连夜读完。,4885241
@2010.10.07,4885241
趁那暖意尚存。,4885241
出crew的途中看完。“沒有陰影的愛。”“天吾君。”,4885241
等BOOK3。。。。。。,4885241
情节有重大进展，小小人的真面目逐步显现，不知道第三本会讲些什么,4885241
村上君把过去20多年作家生涯得到的精缩成一本书，就是1q84了。尽管满眼都是烂熟于心的桥段，他还是有本事让我深陷于这个巨大的漩涡无法自拔。。。早上四点忽然醒了，读完了books2最后的部分，结果再也睡不下去了。,4885241
无法有二十年的时间，来反省或驻足思考十岁时发生的事情。书中，毕竟没有二十年后的重逢，如同现实中大抵也不会有一般。在世界上不过活过25年，那些以前发生的事情，怎么如同隔了几个世纪一般。想起07年夏天在qq上与Ｂ的对话，他说“燕子，你是不是以为当你暗恋一个人，忽然有一天发现，他其实也暗恋你，这就是恋爱了。”我说，“是啊。”那个夏天的东京爱情故事我们最后也没看完，后来我谈了恋爱，遇见一些人，发现也许大多数人认可的恋爱进程如他所述，是自然而然的一个“进程”。而非如我所相信，是某种意念般的神迹。可是小部分的我，依旧如此相信着，甚至看见青豆的存在，有欣喜的感觉。最近一直忙碌着，搬家、工作和各种手续，仿佛忽然一抬头，十月七日就到了眼前一样。我还没有足够美丽没有足够瘦没有足够成功，不过他的婚礼毕竟是到了,4885241
比起BOOK 1新鲜感少了些，但仍是引人入胜。期待BOOK 3~或许在某一个没有聊赖的夜晚，偶一抬头，你便会发现天上悬着两个月亮，一青一白，那是小小人的天下，那就是1Q84年。愿你的国降临！,4885241
每日地铁去公司读一章节，下班回家再读一章。半个月后就这么读完了,4885241
"唉, 掉坑里了",4885241
期待完结。,4885241
故事渐渐变得明朗起来。但未曾衔住自己尾巴的时候，并不知道所谓的因果交合应是如何。是一个波的世界。或许是自己的行为导致的单向度坍塌。在没有回路的闭合岔道口，对命运的顺从或抗争，都是自以为是的自由。,4885241
总之我挺喜欢。,4885241
我忽然间想看《1984》了,4885241
深绘里这个三无少女开飙了,4885241
或许，我们都是孤独的个体。有时，我也是一个人走路，一个人看书，一个人喝茶，一个人吃饭。但是，与这个世界上与这个世界上的人我们并不是孤立的联系。或许，我的朋友未曾谋面，不曾说过话。但我在此地，在自己心里感知他们。村上春树小说中的人物总是很简练，很坚强，很独立，有条理。另外也很神奇。,4885241
NND我想知道结局啊。。啊啊 啊~~~,4885241
发现两个错别字。其他都很好。,4885241
阿波说这是后现代通俗小说,4885241
还是那句话：最好的作家，一定是中性的，雌雄同体。村上知女人，而且是真正的懂得，满怀敬意。,4885241
这个故事开始让我变得有点焦躁 等看了book3再说,4885241
太好看了,4885241
缺少了book1的张力,4885241
在1984年，他们连相遇的机会都没有，只能一面思念着对方，一面孤独地远去。,4885241
黑客帝国,4885241
内容同样精彩，我是指作为科幻小说来说。哈哈,4885241
“出口被封住了”,4885241
最喜歡的章節昰第24章 靑豆 我該怎麼辦。村上春樹在第55頁 以人必須為獲得的天賦支付某種代價的名義 謀殺了亞由美. 靑豆說 所謂的宗教不昰提供真理 而是一種美麗的假設. 有人說過 沒有甚麼東西比復仇更昂貴更無益。無論我的失望與否 我都不得不在每個清晨和伱相互問候.  早安 1Q84。“從心裏一步都跨不出去的事物 在這個世界上不存在.”這句話反反復複的讀了很多遍 像一麵凸透鏡 折射出伱的名字. 伱說伱就像一個秘密 被我封起來。,4885241
有爱就有了寂寞，感知到爱也就感知到了寂寞。BOOK 2就看得人很寂寞。,4885241
很村上的小说。《海边的卡夫卡》那样的双线叙述、层层铺开的悬念、现实和超现实、音乐和文学、露骨的性描写、孤独的人、命中注定的相遇……算不上惊喜但也确实是不错的小说。,4885241
是找到并跟随自己的心活着？还是麻木不仁碌碌无为的活在这个世上？it is a problem.,4885241
感觉很复杂，到目前为止，也没有达到想象中那么好，有点“机巧”。其中亚由美是绝对的亮点。,4885241
所以，村上春树只会是个畅销作家而不是伟大作家,4885241
“一个人需要爱某个人，并且被某个人所爱，通过这些来学习爱自己的方法。”,4885241
越写越不靠谱，所有小伎俩尽收眼底的感觉不知是喜是悲。,4885241
"已经难以为继,还要3甚至是4做什么!",4885241
太棒了。太棒了。,4885241
人生就是不断丧失的过程，天吾君，我们一样，除了灵魂什么也没有,4885241
让人想起书本华,4885241
亚由美死了，安田“丧失了”。尽管叫人意外，但相比第一部，情节推进上还是变得有些消薄。其中可以嗅到《奇鸟行状录》和《世界尽头与冷酷仙境》的味道。牛河的腔调是拖泥带水的，施先生翻译出来未免过于简洁。如为林译的话书中的警句恐怕会更多一些。,4885241
晚上在西溪门口拿到书，晚自习也没去，一口气读完，真是出色。听说还有3，令人期待。,4885241
作为单一作品，此书当然是成功的，但1Q84 BOOK2对悬念的解答远不如BOOK 1对悬念的设置有趣，甚至有故弄玄虚、不过如此的感觉。如此下去，BOOK 3可能就只有4星了。当然村上作品还是远胜他人，但如果和自己相比，则1Q84远非村上代表作高度可比。,4885241
其实标记为“在读”好呢还是“读过”比较好呢……当当的速度真是越来越有爱了啊，不过这个封面……想不明白为什么会用这种橙，就像想不明白第一部为什么要用那种绿，封面设计眼睛有问题咩？？？？第二部出来，就表示第三部也不太远了对吗对吗对吗对吗？？？？,4885241
渐入佳境,4885241
没第一本好 看的时候老走神儿,4885241
什么时候出3？！！！什么时候出3？！！！什么时候出3？！！！什么时候出3？！！！什么时候出3？！！！什么时候出3？！！！什么时候出3？！！！什么时候出3？！！！,4885241
三颗半,4885241
有点想故意维持故事神秘感与疏离感的意思，稍显做作，形而上的东西暧昧不明，自圆其说的过程似乎过于急促和平淡，好奇book3,4885241
太好看了...,4885241
绘里子大萌神,4885241
第二部看得意兴阑珊= =感觉逐渐变成个冗长的爱情故事，还是我太没耐心？越来越喜欢天吾，有种熟悉的感觉。小小人的“嗬嗬”让我想起高三扮演玉兔的“呵呵呵”台词。虽然恐怖多了。好像只想知道结果不关心过程了……,4885241
读完了，就像舒了一口淤积已久的气,4885241
在老柴的四季中读完了。语言啰嗦，情节拖沓，想象力不够，整体而言，村上退步了，但是变得更加真情流露了，天吾与青豆的爱情，天吾与父亲的亲情，两种感情都比过去的作品写得更直接强烈了。另外，猫城的故事构思真的很妙……,4885241
四星,4885241
【远远望去，他真像一则噩耗。】这句话为什么不红~,4885241
为什么豆瓣上没有施小炜版 book 3 的书页？,4885241
高潮在后面起来了,4885241
等3,4885241
三部里面最吸引人的一本，情节紧凑带有神秘，有种看东野圭吾的感觉,4885241
怎么就变成那么玄的故事了呢？,4885241
2016.1.28 逃出来的深绘里是本体的话为什么会像子体一样没月经呢？,4885241
原来这本书已经是5年前的事了。,4885241
吊足了胃口，终于说完了空气蛹的故事。,4885241
继续阅读，期待那一缕阳光。Start，2015年6月25日；Done，2015年6月30日,4885241
#kindle#,4885241
天空上浮着两个月亮，这里是1Q84年，这里是猫的小镇。,4885241
再次确信村上春树就是高阶的古龙，古龙就是低阶的村上春树，两人的作品本质上是一样的，只不过村上春树要更勤奋更认真，比古龙要老实得多。,4885241
青豆在我眼中无论如何都是乌玛瑟曼在KILL BILL 1里面第一幕一身深棕色皮衣和牛仔裤的样子,4885241
BOOK2的评价好多了，我要看BOOK3！,4885241
村上春树的小说即使完全不能得点，也能轻松自如地读下去……,4885241
出现后程乏力的端倪。,4885241
“超过了一定年龄，所谓人生，无非是一个不断丧失的过程。对您的人生很宝贵的东西，会一个接一个，像梳子豁了齿一样，从您手中滑落下去。取而代之落入您手中的，全是些不值一提的伪劣品。体能、希望、美梦和理想，信念和意义，或是您所爱的人，这些一样接着一样，一个人接着一个人，从您身旁悄然消逝。而且一旦消失，您就再也别想重新找回，连找个代替的东西都不容易。这可真够戗。有时简直像是拿刀子在身上割，苦不堪言。”对青豆与天吾来说，从介于“充满悲惨”和“缺少欢乐”之间的现实世界，坠入充满了未知的1Q84的世界，或许，是另一种意义上的新生与获得。,4885241
情节逐渐清晰，就等待最后的遇见了。想想都有点小激动呢。,4885241
第二部故事线逐渐清晰，小小人跟空气蛹都浮出水面，男女主人公的相遇安排的也非常巧妙，但是遭不住村上的啰嗦呀，比第一本还要磨叽。,4885241
对，说小时代去奥斯卡的人是我，说村长去诺贝尔的可不是我！,4885241
林少华的村上是一臭美老头儿，施小炜的春树是个闷骚大叔……哦，这越写越神叨的节奏 = =,4885241
每况愈下 自圆其说 原来还是爱情小说啊喂！,4885241
快点相见就好了,4885241
第一部是向学长借阅的 后两部就是用手机看的TXT 现在越来越感到没有买小说的必要,4885241
关键。联结。中间。,4885241
卧槽一留下的悬念在这里都是瞎扯淡。,4885241
赞＂两个月亮的平行世界＂,4885241
还是喜欢第一部里和契诃夫、奥威尔那种直接但巧妙无比的互文。,4885241
读《活着》的过程我很平静，除了有庆献血而死的描述让我呼吸急促。在那个年代像福贵式的悲剧小人物多如牛毛，他们愚昧，勤劳，坚强，隐忍，他们被时代的洪流裹挟着无法喘息，唯有努力活下去才能活下去。福贵的悲哀是每一个中国人的悲哀，谁都无法幸免。第一次读余华，他看似沉重冷静的描述却字字见血。,4913064
读起来太顺畅，经典就是经典,4913064
第一次见序这么多的一本书。,4913064
看见了人生悲苦，看见了底层人民的乐观和坚强，看见了生命的柔韧，看见了命运和岁月那不动声色的力量。,4913064
像被悶槌重擊的胸口，無法喘息的痛。,4913064
朴素的语言描述了福贵的一生，经历了中国的各个时期，内战、人民公社、文化大革命，福贵还活着，陪他经历这一切的人却纷纷逝世，老的、少的，都顷刻湮没在历史中。中文中的这两个字：活着，太贴主题，不是生活，不是苟活，就是活着。,4913064
“人是为了活着本身而活着的，而不是为了活着之外的任何事物而活着”,4913064
余华的笔法是残忍而善良的。福贵的命运仿佛神话悲剧一般不可违抗，在旁观者我的视角里不断苦熬着，而作为＂你一生的故事＂中自身的叙述者，他有只是那个灾难时代的普通人一般生活着。末了哼着＂少年去游荡，中年想掘藏，晚年做和尚＂消失在视野中时候，作者又给予读者一丝安慰：活着的意志，是他唯一没被夺走之物。人生对他而言，“窄若手掌又宽若大地”。,4913064
余华笔下的精彩，是他没有废话。一个人为之一生的跌宕起伏，像是一艘破烂的小船挣扎在狂风暴雨的大海里，但这却是很多年以来中国农民的写照：隐忍。有庆之死让我难过了好一阵，二喜的哭又让我心里一凉，所有的悲剧并不是一个人的命不好，而是让人感受到“活着”本身就是一种力量，你以为是命运选择了你，但你能选择人生态度。,4913064
从凤霞难产而亡开始，眼泪止不住地掉，每每回忆时也免不了眼角的湿润。正如余华在序言中说到的，时间是最好的见证，时间造就了一切：苦难、喜悦、悲惨等。也是时间让我们看到魔力，看到活着的魔力。,4913064
"to living is luck,but life sucks",4913064
（其实看的是这一版）余华在序里说，外人看起来是悲剧，可当事人只拿它当一段人生。突然理解了孟京辉选黄渤做主角的用意，当真是绝妙的一笔。在甘南的这一路读完，尤其是在桑科的那一晚，读一会儿便抬头望望藏民，或埋头熬茶，或无声诵经，或扯着裤子站在自家草场上发呆，或招揽过往游人夸耀着手上这匹老马。No judgement. It&#39;s just life.,4913064
人是为活着而活着，而不是为了活着之外的任何事情而活着。,4913064
在《活着》中，管去世叫“熟了”。最初是福贵的爹“熟了”，初闻不解，后文说道，人死像熟透的梨，离树而落。梨者，离也。,4913064
好几次读了。我们来这世上一遭，当然不能只为了活着。要追求更长远的人生意义。但对于一些遇到点小挫折就悲伤难过，仿佛全世界只有他一个人运气不佳、波折坎坷的年轻人，实在很有必要看看《活着》。不是叫你来比谁惨的，而是叫你知道，大家都有不容易的时候，每个人这辈子都遭遇过许多苦难。你那点破事儿，根本不值一提！坚强些吧！好好活着！,4913064
许三观是守得云开见月明，而福贵身边人却全都死光了，只剩下身边一头老牛陪伴着，中国二十世纪的社会变迁导致的惨淡农村生活全都浓缩进了这部小书里，福贵倒是很坚韧，在苦难面前的阿Q精神反而让他带着种乐观，只是不知道身边这么多亲人死去赢来这样一种态度到底值得不值得，这份活着实在是太沉重。然而再沉重读起来都是流畅、快速的，简洁又生动固然不错，但余华是在塑造一种力量，这样却最终导致了力度的欠缺。而且为苦难而苦难的矫情看的有点难受——也许是因为对福贵一家产生了同情，或者更让人难受的是我们认为他是可悲的然而他自己却不这么认为。下次如果我再看许三观，看到他的“幸运”，估计会更加感慨万千吧。,4913064
我看着那条弯曲着通向城里的小路，听不到我儿子赤脚跑来的声音，月光照在路上，像是撒满了盐。,4913064
眼里看的是别人的故事 心里想的是自己的生活,4913064
得去找部爆米花片子缓解一下- -,4913064
好几次都想合上不看了，可还是整本读下来了。福贵是麻木的，也是乐观的。文字很质朴，就是太疼了。。,4913064
福 。贵,4913064
有些时候我真想写点这样的文章，看完人家的东西以后你才知道自己写的有多肤浅。,4913064
“写人对苦难的承受能力，对世界的乐观态度...人是为活着本身而活着...”相比之下，我更喜欢《许三观》 读上去更为畅快 有风格,4913064
大环境，太残酷，个人太渺小。命也。。。,4913064
小说没有电影出色，余华的故事很好，但是讲得太流水账。,4913064
意外的好读，应该是我读过的国内小说里最好读的，没有之一。读完一直纠结“有必要这么惨吗！”平静下来想想，确实可能这么惨。只能说，还好改革开放了。感谢邓小平。,4913064
作家就如同他作品里的上帝 掌握着人物的生死大权 在书的最后主人公依然活着但与他相关的一切都已经死去 中国60年的苦难都集中在了福贵的身上 天将降大任于斯人也必先苦其心志 PS天下医生都是“黑衣天使” 天下老师也都是一样的“有素质”,4913064
正如作者自己所言，只有从第一人称的来写才不可以悲惨。只有自己才能让生活充满期待。,4913064
新版，复习了一下，居然还是差一点掉下泪来……,4913064
一打开就一定要看完才睡！,4913064
这是一部残酷的人生史和中国近代史,4913064
广州飞曼谷的飞机上读完的，福贵啊福贵多么讽刺一名字。,4913064
比电影版好看，这一家人是幸福的,4913064
真实自有万钧之力~这是一本让人看完会无言沉默良久的书，看到165页家珍死的时候自个儿在马路边就hold不住眼泪了，风一吹还挺凉的，你说这是一个悲剧吧，其实也不是，说是命运的诅咒吧，其实也没那么绝望，应该说是属于一段时代和历史的正剧，人间正剧是沧桑。。。余华没有刻意去渲染悲喜情绪，不动声色的讲述反而很有代入感,4913064
今年读得最快的一本书。这本书里有这样一句话我回味了很久，仍然很有意思：“人是为活着本身而活着的，而不是为了活着之外的任何事物所活着。”,4913064
